"Version 2.0:  Dieter, C.A., Linsey, K.S., Caldwell, R.R., Harris, M.A., Ivahnenko, T.I., Lovelace, J.K., Maupin, M.A., and Barber, N.L., 2018, Estimated use of water in the United States county-level data for 2015 (ver. 2.0, June 2018): U.S. Geological Survey data release, https://doi.org/10.5066/F7TB15V5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial,thermo_ground,thermo_surface
NY,36,Essex County,31,36031,2015,38.478,12.073,21.784,33.857,2.09,0,2.09,3.36,0,3.36,5.45,0,5.45,4.621,0.35,0,0.35,76,2.54,75,2.89,0,0,0,16.73,0,16.73,16.73,0,16.73,0.05,0.22,0.27,--,0.26,0.58,0.02,0,0.6,0,0.04,0.04,--,0.04,0.07,0.02,0,0.09,0.05,0.18,0.23,--,0.22,0.51,0,0,0.51,0.06,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,2.55,20.58,0,20.58,23.13,0,23.13,0.26,0,0.26,0,0
NY,36,Franklin County,33,36033,2015,50.66,28.5,9.51,38.01,3.11,0,3.11,0.72,0,0.72,3.83,0,3.83,12.65,0.95,0,0.95,75,2.85,75,3.8,0.74,0,0.74,0,0,0,0.74,0,0.74,0.04,0.34,0.38,--,0.36,0.72,0.09,0.01,0.82,0.03,0.23,0.26,--,0.25,0.49,0.09,0.01,0.59,0.01,0.11,0.12,--,0.11,0.23,0,0,0.23,0.37,0.2,0.57,2.54,0,2.54,2.23,0,2.23,4.77,0,4.77,0,0,0,0.07,0,0.07,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,7.75,3.56,0,3.56,11.31,0,11.31,0.36,0,0.36,0,0
NY,36,Fulton County,35,36035,2015,53.992,4.886,32.731,37.617,0.7,0,0.7,4.76,0,4.76,5.46,0,5.46,16.375,1.23,0,1.23,75,2.82,75,4.05,0,0,0,0,0,0,0,0,0,0.02,0.17,0.19,--,0.18,0.42,0.01,0,0.43,0,0.02,0.02,--,0.02,0.05,0.01,0,0.06,0.02,0.15,0.17,--,0.16,0.37,0,0,0.37,0.04,0.03,0.07,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.2,0,0.2,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,2.04,5.16,0,5.16,7.2,0,7.2,0.18,0,0.18,0,0
NY,36,Genesee County,37,36037,2015,58.937,30.849,10,40.849,2.01,0,2.01,1.73,0,1.73,3.74,0,3.74,18.088,1.36,0,1.36,75,3.06,75,4.42,6.79,0,6.79,0.64,0,0.64,7.43,0,7.43,0.37,2.55,2.92,--,2.77,5.7,0.96,0.12,6.78,0.33,2.45,2.78,--,2.64,5.27,0.96,0.12,6.35,0.04,0.1,0.14,--,0.13,0.43,0,0,0.43,0.73,0.39,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0.94,0.94,0,0.94,0.1,0,0.1,0,0,0,0.1,0,0.1,0,0,0.07,0,0.07,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0,0,0.07,0,0.07,34.21,11.36,0,11.36,6.25,0,6.25,17.61,0,17.61,2.84,0,2.84,0.2,0
NY,36,Greene County,39,36039,2015,47.625,3.122,23.003,26.125,0.5,0,0.5,2.57,0,2.57,3.07,0,3.07,21.5,1.61,0,1.61,75,1.96,75,3.57,0,0,0,0,0,0,0,0,0,0.09,0.47,0.56,--,0.54,1.14,0.09,0.01,1.24,0.05,0.23,0.28,--,0.27,0.63,0.09,0.01,0.73,0.04,0.24,0.28,--,0.27,0.51,0,0,0.51,0.03,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0.41,0,0.41,0,0,0,0.17,0,0.17,0.17,0,0.17,0,0,0,0,0,3282.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0.17,0,0.17,0,0,0,0,0,3282.78,2.23,0,2.23,3.64,0,3.64,5.87,0,5.87,0.54,0,0.54,0,0.34
NY,36,Hamilton County,41,36041,2015,4.712,1.158,1.318,2.476,0.42,0,0.42,0.33,0,0.33,0.75,0,0.75,2.236,0.17,0,0.17,76,0.19,77,0.36,0,0,0,0,0,0,0,0,0,0.01,0.07,0.08,--,0.08,0.17,0,0,0.17,0,0,0,--,0,0,0,0,0,0.01,0.07,0.08,--,0.08,0.17,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0.4,0,0.4,1,0,1,0.08,0,0.08,0,0
NY,36,Herkimer County,43,36043,2015,63.1,4.072,44.631,48.703,2.36,0,2.36,26.48,0,26.48,28.84,0,28.84,14.397,1.08,0,1.08,75,3.65,75,4.73,0.74,0,0.74,1.69,0,1.69,2.43,0,2.43,0.02,0.19,0.21,--,0.2,0.42,0.01,0,0.43,0,0.02,0.02,--,0.02,0.05,0.01,0,0.06,0.02,0.17,0.19,--,0.18,0.37,0,0,0.37,0.32,0.18,0.5,0.58,0,0.58,0,0,0,0.58,0,0.58,0.18,0,0.18,0.55,0,0.55,0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,5.28,29.09,0,29.09,34.37,0,34.37,0.2,0,0.2,0,0
NY,36,Jefferson County,45,36045,2015,117.635,45.923,42.002,87.925,2.33,0,2.33,6.96,0,6.96,9.29,0,9.29,29.71,2.23,0,2.23,75,6.59,75,8.82,0.12,0,0.12,0.81,0,0.81,0.93,0,0.93,0.06,0.48,0.54,--,0.51,1.14,0.05,0.01,1.2,0.02,0.12,0.14,--,0.13,0.26,0.05,0.01,0.32,0.04,0.36,0.4,--,0.38,0.88,0,0,0.88,0.7,0.37,1.07,0,0,0,0.01,0,0.01,0.01,0,0.01,0,0,0,0.34,0,0.34,0.34,0,0.34,0,0,0,7.65,0,7.65,7.65,0,7.65,0,0,0.07,0,0.07,289.52,0,0,0,7.65,0,7.65,7.65,0,7.65,0,0,0.07,0,0.07,289.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,5.44,16.62,0,16.62,22.06,0,22.06,0.58,0,0.58,0,7.65
NY,36,Kings County,47,36047,2015,2636.735,0,2636.735,2636.735,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,171.39,65,171.39,0,0,0,0,0,0,0,0,0,0.02,0.03,0.05,--,0.05,0.07,0,0,0.07,0,0,0,--,0,0.01,0,0,0.01,0.02,0.03,0.05,--,0.05,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.97,49.97,0,49.97,49.97,0,0,0,0.5,0.5,1955.93,0,0,0,0,49.97,49.97,0,49.97,49.97,0,0,0,0.5,0.5,1955.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.03,49.97,50,0.05,49.97,50.02,0.05,0.5,0.55,0,0
NY,36,Lewis County,49,36049,2015,26.957,17.372,0,17.372,0.85,0,0.85,0.96,0,0.96,1.81,0,1.81,9.585,0.72,0,0.72,75,1.3,75,2.02,0.02,0,0.02,1.22,0,1.22,1.24,0,1.24,0.02,0.13,0.15,--,0.15,0.32,0.02,0,0.34,0.01,0.04,0.05,--,0.05,0.09,0.02,0,0.11,0.01,0.09,0.1,--,0.1,0.23,0,0,0.23,0.65,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0,0.06,0,0,0,1.31,0,1.31,1.31,0,1.31,0,0,0.18,0,0.18,135.11,0,0,0,1.08,0,1.08,1.08,0,1.08,0,0,0.01,0,0.01,2.97,0,0,0,0.23,0,0.23,0.23,0,0.23,0,0,0.17,0,0.17,132.14,2.26,0,2.26,4.03,0,4.03,6.29,0,6.29,0.33,0,0.33,0,1.54
NY,36,Livingston County,51,36051,2015,64.717,1.264,49.513,50.777,0.49,0,0.49,3.29,0,3.29,3.78,0,3.78,13.94,1.05,0,1.05,75,3.81,75,4.86,0.35,0,0.35,0.11,0,0.11,0.46,0,0.46,0.03,0.27,0.3,--,0.29,0.8,0.04,0,0.84,0.01,0.09,0.1,--,0.1,0.2,0.04,0,0.24,0.02,0.18,0.2,--,0.19,0.6,0,0,0.6,0.52,0.28,0.8,0.76,0,0.76,7.18,0,7.18,7.94,0,7.94,0.38,0.48,0.86,1.05,0,1.05,1.43,0.48,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0.48,4.06,12.18,0,12.18,15.76,0.48,16.24,0.29,0,0.29,0,0
NY,36,Madison County,53,36053,2015,71.849,53.538,0,53.538,1.22,0,1.22,0,0,0,1.22,0,1.22,18.311,1.37,0,1.37,75,4.02,75,5.39,0,0,0,0,0,0,0,0,0,0.14,0.68,0.82,--,0.78,1.44,0.12,0.02,1.58,0.06,0.29,0.35,--,0.33,0.67,0.12,0.02,0.81,0.08,0.39,0.47,--,0.45,0.77,0,0,0.77,0.5,0.27,0.77,0.11,0,0.11,0,0,0,0.11,0,0.11,0.02,0,0.02,0.07,0,0.07,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,3.36,1.02,0,1.02,4.38,0,4.38,0.78,0,0.78,0,0
NY,36,Monroe County,55,36055,2015,749.6,0,508.357,508.357,0,0,0,53.54,0,53.54,53.54,0,53.54,241.243,18.09,0,18.09,75,38.13,75,56.22,0,0,0,11.01,0,11.01,11.01,0,11.01,0.11,1.19,1.3,--,1.24,2.83,0.14,0.02,2.99,0.05,0.36,0.41,--,0.39,0.79,0.14,0.02,0.95,0.06,0.83,0.89,--,0.85,2.04,0,0,2.04,0.07,0.04,0.11,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,0,18.27,66.03,0,66.03,84.3,0,84.3,1.24,0,1.24,0,0
NY,36,Montgomery County,57,36057,2015,49.642,14.899,18.217,33.116,0.15,0,0.15,2.46,0,2.46,2.61,0,2.61,16.526,1.24,0,1.24,75,2.48,75,3.72,0,0,0,0,0,0,0,0,0,0.02,0.13,0.15,--,0.15,0.34,0.03,0,0.37,0.01,0.08,0.09,--,0.09,0.17,0.03,0,0.2,0.01,0.05,0.06,--,0.06,0.17,0,0,0.17,0.35,0.19,0.54,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0,0.03,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,1.79,2.81,0,2.81,4.6,0,4.6,0.15,0,0.15,0,0
NY,36,Nassau County,59,36059,2015,1361.35,1361.35,0,1361.35,194.47,0,194.47,0,0,0,194.47,0,194.47,0,0,0,0,N/A,102.1,75,102.1,0,0,0,0,0,0,0,0,0,2.83,0,2.83,--,2.69,2.39,0.01,0,2.4,0.03,0,0.03,--,0.03,0.07,0.01,0,0.08,2.8,0,2.8,--,2.66,2.32,0,0,2.32,0,0,0,0,0,0,4.61,0,4.61,4.61,0,4.61,0,0,0,0,0,0,0,0,0,3.44,0,3.44,0,268.37,268.37,3.44,268.37,271.81,0,3.74,5.06,2.68,7.74,2987.48,0,0,0,0,268.37,268.37,0,268.37,268.37,0,0,0,2.68,2.68,1429.23,3.44,0,3.44,0,0,0,3.44,0,3.44,0,3.74,5.06,0,5.06,1558.25,200.74,0,200.74,4.61,268.37,272.98,205.35,268.37,473.72,7.75,2.68,10.43,6.88,0
NY,36,New York County,61,36061,2015,1644.518,0,1644.518,1644.518,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,126.63,77,126.63,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.49,229.49,0,229.49,229.49,0,0,0,2.29,2.29,699.87,0,0,0,0,229.49,229.49,0,229.49,229.49,0,0,0,2.29,2.29,699.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.49,229.49,0,229.49,229.49,0,2.29,2.29,0,0
NY,36,Niagara County,63,36063,2015,212.652,0,112.304,112.304,0,0,0,49.46,0,49.46,49.46,0,49.46,100.348,7.53,0,7.53,75,8.42,75,15.95,1.56,0,1.56,88.58,0,88.58,90.14,0,90.14,0.21,1.62,1.83,--,1.74,3.12,0.83,0.06,4.01,0.17,1.24,1.41,--,1.34,2.07,0.83,0.06,2.96,0.04,0.38,0.42,--,0.4,1.05,0,0,1.05,0.25,0.13,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.16,0,149.16,149.16,0,149.16,0,3.5,4.17,0,4.17,1115.31,0,0,0,149.16,0,149.16,149.16,0,149.16,0,0,1.72,0,1.72,614.88,0,0,0,0,0,0,0,0,0,0,3.5,2.45,0,2.45,500.43,9.55,0,9.55,288.95,0,288.95,298.5,0,298.5,5.91,0,5.91,0,149.16
NY,36,Oneida County,65,36065,2015,232.5,11.902,116.073,127.975,1.66,0,1.66,31.16,0,31.16,32.82,0,32.82,104.525,7.84,0,7.84,75,9.6,75,17.44,0.16,0,0.16,6.11,0,6.11,6.27,0,6.27,0.08,0.66,0.74,--,0.71,1.6,0.03,0,1.63,0.01,0.08,0.09,--,0.09,0.18,0.03,0,0.21,0.07,0.58,0.65,--,0.62,1.42,0,0,1.42,0.43,0.23,0.66,0,0,0,5.75,0,5.75,5.75,0,5.75,0.02,0,0.02,0.22,0,0.22,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0.03,21.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0.03,21.67,10.19,0,10.19,44.13,0,44.13,54.32,0,54.32,0.74,0,0.74,0,0
NY,36,Onondaga County,67,36067,2015,468.463,3.916,216.06,219.976,0.37,0,0.37,57.67,0,57.67,58.04,0,58.04,248.487,18.64,0,18.64,75,16.5,75,35.14,0.2,0,0.2,0,0,0,0.2,0,0.2,0.2,1.4,1.6,--,1.52,3.16,0.37,0.03,3.56,0.08,0.55,0.63,--,0.6,0.92,0.37,0.03,1.32,0.12,0.85,0.97,--,0.92,2.24,0,0,2.24,0.5,0.27,0.77,0,0,0,0,0,0,0,0,0,0.46,0,0.46,0.46,0,0.46,0.92,0,0.92,0,0,0,0,0,0,0,0,0,0,0.56,0.39,0,0.39,334.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.39,0,0.39,334.09,20.37,0,20.37,59.8,0,59.8,80.17,0,80.17,1.91,0,1.91,0,0
NY,36,Ontario County,69,36069,2015,109.561,2.044,87.996,90.04,1.16,0,1.16,45.37,0,45.37,46.53,0,46.53,19.521,1.46,0,1.46,75,6.75,75,8.21,0.01,0,0.01,0,0,0,0.01,0,0.01,0.08,0.6,0.68,--,0.65,1.41,0.14,0.02,1.57,0.05,0.35,0.4,--,0.38,0.76,0.14,0.02,0.92,0.03,0.25,0.28,--,0.27,0.65,0,0,0.65,0.53,0.29,0.82,0,0,0,0.34,0,0.34,0.34,0,0.34,0.06,0,0.06,1.12,0,1.12,1.18,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,3.3,47.72,0,47.72,51.02,0,51.02,0.65,0,0.65,0,0
NY,36,Orange County,71,36071,2015,377.647,132.131,145.28,277.411,10.77,0,10.77,22.27,0,22.27,33.04,0,33.04,100.236,7.52,0,7.52,75,20.81,75,28.33,0.15,0,0.15,0,0,0,0.15,0,0.15,0.35,1.67,2.02,--,1.91,2.94,0.76,0.05,3.75,0.23,1.08,1.31,--,1.24,1.92,0.76,0.05,2.73,0.12,0.59,0.71,--,0.67,1.02,0,0,1.02,0.13,0.07,0.2,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0.19,0,0.19,0.57,0,0.57,0,0,0,175.73,0,175.73,175.73,0,175.73,0,0,2.01,0,2.01,512.55,0,0,0,175.73,0,175.73,175.73,0,175.73,0,0,2.01,0,2.01,512.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,0,19.3,199.93,0,199.93,219.23,0,219.23,3.92,0,3.92,0,175.73
NY,36,Orleans County,73,36073,2015,41.582,24.403,5.769,30.172,1.43,0,1.43,0.21,0,0.21,1.64,0,1.64,11.41,0.86,0,0.86,75,2.26,75,3.12,0,0,0,0,0,0,0,0,0,0.27,2.04,2.31,--,2.19,3.46,1.28,0.09,4.83,0.26,1.92,2.18,--,2.07,3.2,1.28,0.09,4.57,0.01,0.12,0.13,--,0.12,0.26,0,0,0.26,0.07,0.04,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,2.63,2.54,0,2.54,5.17,0,5.17,2.19,0,2.19,0,0
NY,36,Oswego County,75,36075,2015,120.146,9.887,72.438,82.325,2.5,0,2.5,32.37,0,32.37,34.87,0,34.87,37.821,2.84,0,2.84,75,6.17,75,9.01,0.01,0,0.01,2.55,0,2.55,2.56,0,2.56,0.06,0.6,0.66,--,0.63,1.1,0.16,0.01,1.27,0.03,0.23,0.26,--,0.25,0.39,0.16,0.01,0.56,0.03,0.37,0.4,--,0.38,0.71,0,0,0.71,0.1,0.05,0.15,0.95,0,0.95,7.64,0,7.64,8.59,0,8.59,0.14,0,0.14,0.51,0,0.51,0.65,0,0.65,0,0,0,1046.1,0,1046.1,1046.1,0,1046.1,0,7.78,40.27,0,40.27,29901.51,0,0,0,1023.62,0,1023.62,1023.62,0,1023.62,0,0,18.76,0,18.76,18503.2,0,0,0,22.48,0,22.48,22.48,0,22.48,0,7.78,21.51,0,21.51,11398.31,6.6,0,6.6,1089.82,0,1089.82,1096.42,0,1096.42,40.9,0,40.9,0,1068.58
NY,36,Otsego County,77,36077,2015,60.636,12.141,27.654,39.795,0.99,0,0.99,2.11,0,2.11,3.1,0,3.1,20.841,1.56,0,1.56,75,2.98,75,4.54,0,0,0,0,0,0,0,0,0,0.06,0.28,0.34,--,0.33,0.61,0.03,0,0.64,0.02,0.07,0.09,--,0.09,0.18,0.03,0,0.21,0.04,0.21,0.25,--,0.24,0.43,0,0,0.43,0.28,0.15,0.43,0.03,0,0.03,0,0,0,0.03,0,0.03,0.02,0,0.02,0.1,0,0.1,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,2.94,2.64,0,2.64,5.58,0,5.58,0.33,0,0.33,0,0
NY,36,Putnam County,79,36079,2015,99.042,10.68,14.002,24.682,1.45,0,1.45,1.37,0,1.37,2.82,0,2.82,74.36,5.58,0,5.58,75,1.85,75,7.43,0,0,0,0,0,0,0,0,0,0.06,0.2,0.26,--,0.25,0.48,0.01,0,0.49,0,0.01,0.01,--,0.01,0.03,0.01,0,0.04,0.06,0.19,0.25,--,0.24,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09,0,7.09,1.57,0,1.57,8.66,0,8.66,0.25,0,0.25,0,0
NY,36,Queens County,81,36081,2015,2339.15,0,2339.15,2339.15,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,147.37,63,147.37,0,0,0,0,0,0,0,0,0,0.09,0.14,0.23,--,0.22,0.29,0,0,0.29,0,0,0,--,0,0.01,0,0,0.01,0.09,0.14,0.23,--,0.22,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139.92,1139.92,0,1139.92,1139.92,0,1.13,0.79,11.4,12.19,6397.9,0,0,0,0,1139.92,1139.92,0,1139.92,1139.92,0,0,0,11.4,11.4,5685.02,0,0,0,0,0,0,0,0,0,0,1.13,0.79,0,0.79,712.88,0.09,0,0.09,0.14,1139.92,1140.06,0.23,1139.92,1140.15,1.01,11.4,12.41,0,0
NY,36,Rensselaer County,83,36083,2015,160.266,19.317,75.234,94.551,1.29,0,1.29,20.32,0,20.32,21.61,0,21.61,65.715,4.93,0,4.93,75,7.09,75,12.02,0.12,0,0.12,3.52,0,3.52,3.64,0,3.64,0.09,0.46,0.55,--,0.53,0.93,0.1,0.01,1.04,0.05,0.23,0.28,--,0.27,0.53,0.1,0.01,0.64,0.04,0.23,0.27,--,0.26,0.4,0,0,0.4,0.13,0.07,0.2,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.72,0,0.72,0.88,0,0.88,0.2,0,0.2,0.14,0,0.14,0.34,0,0.34,2.76,0.06,0.29,0,0.29,3637.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.14,0,0.14,0.34,0,0.34,2.76,0.06,0.29,0,0.29,3637.18,6.92,0,6.92,25.23,0,25.23,32.15,0,32.15,0.82,0,0.82,0.4,0.28
NY,36,Richmond County,85,36085,2015,474.558,0,474.558,474.558,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,32.74,69,32.74,0,0,0,0,0,0,0,0,0,0.07,0.11,0.18,--,0.17,0.24,0,0,0.24,0,0,0,--,0,0.01,0,0,0.01,0.07,0.11,0.18,--,0.17,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.1,368.1,0,368.1,368.1,0,0,0,3.68,3.68,1050.27,0,0,0,0,368.1,368.1,0,368.1,368.1,0,0,0,3.68,3.68,1050.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0.11,368.1,368.21,0.18,368.1,368.28,0.17,3.68,3.85,0,0
NY,36,Rockland County,87,36087,2015,326.037,151.467,150.564,302.031,16.6,0,16.6,16.58,0,16.58,33.18,0,33.18,24.006,1.8,0,1.8,75,22.65,75,24.45,0.81,0,0.81,0,0,0,0.81,0,0.81,0.11,0.52,0.63,--,0.6,0.73,0.02,0,0.75,0.01,0.03,0.04,--,0.04,0.05,0.02,0,0.07,0.1,0.49,0.59,--,0.56,0.68,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.78,229.78,0,229.78,229.78,0,0,0,2.3,2.3,1447.63,0,0,0,0,229.78,229.78,0,229.78,229.78,0,0,0,2.3,2.3,1447.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32,0,19.32,17.1,229.78,246.88,36.42,229.78,266.2,0.6,2.3,2.9,0,0
